C1		バックグラウンド		理論プロファイル	
2θ(°)	強度(Counts)	2θ(°)	強度(Counts)	2θ(°)	強度(Counts)
3.108	0	3.108	1.786711E-05	3.108	29.61287
3.11	16.7	3.11	1.786711E-05	3.11	27.71292
3.112	0	3.112	1.786711E-05	3.112	25.9846
3.114	0	3.114	1.786711E-05	3.114	24.45166
3.116	16.7	3.116	1.786711E-05	3.116	23.13449
3.118	16.7	3.118	1.786711E-05	3.118	22.04984
3.12	33.3	3.12	1.786711E-05	3.12	21.21058
3.122	83.3	3.122	1.786711E-05	3.122	20.62552
3.124	0	3.124	1.786711E-05	3.124	20.29935
3.126	0	3.126	1.786711E-05	3.126	20.23253
3.128	33.3	3.128	1.786711E-05	3.128	20.42139
3.13	16.7	3.13	1.786711E-05	3.13	20.85815
3.132	33.3	3.132	1.786711E-05	3.132	21.53118
3.134	0	3.134	1.786711E-05	3.134	22.42513
3.136	16.7	3.136	1.786711E-05	3.136	23.52127
3.138	16.7	3.138	1.786711E-05	3.138	24.79779
3.14	16.7	3.14	1.786711E-05	3.14	26.2302
3.142	33.3	3.142	1.786711E-05	3.142	27.79173
3.144	100	3.144	1.786711E-05	3.144	29.4538
3.146	0	3.146	1.786711E-05	3.146	31.18647
3.148	0	3.148	1.786711E-05	3.148	32.95895
3.15	0	3.15	1.786711E-05	3.15	34.74012
3.152	0	3.152	1.786711E-05	3.152	36.499
3.154	0	3.154	1.786711E-05	3.154	38.20526
3.156	16.7	3.156	1.786711E-05	3.156	39.8297
3.158	66.7	3.158	1.786711E-05	3.158	41.3447
3.16	0	3.16	1.786711E-05	3.16	42.7247
3.162	0	3.162	1.786711E-05	3.162	43.9465
3.164	33.3	3.164	1.786711E-05	3.164	44.98968
3.166	16.7	3.166	1.786711E-05	3.166	45.8369
3.168	50	3.168	1.786711E-05	3.168	46.47412
3.17	33.3	3.17	1.786711E-05	3.17	46.8908
3.172	33.3	3.172	1.786711E-05	3.172	47.08005
3.174	100	3.174	1.786711E-05	3.174	47.03872
3.176	16.7	3.176	1.786711E-05	3.176	46.76736
3.178	33.3	3.178	1.786711E-05	3.178	46.27025
3.18	50	3.18	1.786711E-05	3.18	45.55524
3.182	50	3.182	1.786711E-05	3.182	44.63364
3.184	33.3	3.184	1.786711E-05	3.184	43.51993
3.186	33.3	3.186	1.786711E-05	3.186	42.23159
3.188	50	3.188	1.786711E-05	3.188	40.78874
3.19	16.7	3.19	1.786711E-05	3.19	39.21378
3.192	66.7	3.192	1.786711E-05	3.192	37.53106
3.194	16.7	3.194	1.786711E-05	3.194	35.76641
3.196	50	3.196	1.786711E-05	3.196	33.94678
3.198	0	3.198	1.786711E-05	3.198	32.09972
3.2	33.3	3.2	1.786711E-05	3.2	30.25302
3.202	33.3	3.202	1.786711E-05	3.202	28.43418
3.204	16.7	3.204	1.786711E-05	3.204	26.67001
3.206	33.3	3.206	1.786711E-05	3.206	24.98623
3.208	16.7	3.208	1.786711E-05	3.208	23.40701
3.21	50	3.21	1.786711E-05	3.21	21.95466
3.212	0	3.212	1.786711E-05	3.212	20.64923
3.214	50	3.214	1.786711E-05	3.214	19.50826
3.216	16.7	3.216	1.786711E-05	3.216	18.54649
3.218	0	3.218	1.786711E-05	3.218	17.77567
3.22	33.3	3.22	1.786711E-05	3.22	17.20438
3.222	50	3.222	1.786711E-05	3.222	16.83794
3.224	50	3.224	1.786711E-05	3.224	16.67835
3.226	33.3	3.226	1.786711E-05	3.226	16.72429
3.228	0	3.228	1.786711E-05	3.228	16.97116
3.23	0	3.23	1.786711E-05	3.23	17.41121
3.232	16.7	3.232	1.786711E-05	3.232	18.03367
3.234	33.3	3.234	1.786711E-05	3.234	18.82496
3.236	16.7	3.236	1.786711E-05	3.236	19.76893
3.238	16.7	3.238	1.786711E-05	3.238	20.84715
3.24	33.3	3.24	1.786711E-05	3.24	22.03924
3.242	50	3.242	1.786711E-05	3.242	23.32318
3.244	0	3.244	1.786711E-05	3.244	24.67569
3.246	0	3.246	1.786711E-05	3.246	26.07264
3.248	16.7	3.248	1.786711E-05	3.248	27.48942
3.25	33.3	3.25	1.786711E-05	3.25	28.90134
3.252	33.3	3.252	1.786711E-05	3.252	30.28403
3.254	50	3.254	1.786711E-05	3.254	31.61382
3.256	0	3.256	1.786711E-05	3.256	32.86814
3.258	0	3.258	1.786711E-05	3.258	34.02583
3.26	50	3.26	1.786711E-05	3.26	35.0675
3.262	16.7	3.262	1.786711E-05	3.262	35.97578
3.264	0	3.264	1.786711E-05	3.264	36.73565
3.266	0	3.266	1.786711E-05	3.266	37.33456
3.268	16.7	3.268	1.786711E-05	3.268	37.76272
3.27	33.3	3.27	1.786711E-05	3.27	38.01313
3.272	0	3.272	1.786711E-05	3.272	38.08171
3.274	33.3	3.274	1.786711E-05	3.274	37.96737
3.276	66.7	3.276	1.786711E-05	3.276	37.67191
3.278	33.3	3.278	1.786711E-05	3.278	37.20005
3.28	0	3.28	1.786711E-05	3.28	36.55928
3.282	16.7	3.282	1.786711E-05	3.282	35.75975
3.284	16.7	3.284	1.786711E-05	3.284	34.81401
3.286	33.3	3.286	1.786711E-05	3.286	33.73688
3.288	0	3.288	1.786711E-05	3.288	32.54513
3.29	0	3.29	1.786711E-05	3.29	31.25719
3.292	16.7	3.292	1.786711E-05	3.292	29.89289
3.294	33.3	3.294	1.786711E-05	3.294	28.47308
3.296	16.7	3.296	1.786711E-05	3.296	27.0193
3.298	33.3	3.298	1.786711E-05	3.298	25.55344
3.3	16.7	3.3	1.786711E-05	3.3	24.09738
3.302	33.3	3.302	1.786711E-05	3.302	22.67264
3.304	16.7	3.304	1.786711E-05	3.304	21.30004
3.306	0	3.306	1.786711E-05	3.306	19.99937
3.308	16.7	3.308	1.786711E-05	3.308	18.7891
3.31	16.7	3.31	1.786711E-05	3.31	17.68607
3.312	50	3.312	1.786711E-05	3.312	16.70526
3.314	33.3	3.314	1.786711E-05	3.314	15.85957
3.316	16.7	3.316	1.786711E-05	3.316	15.1596
3.318	50	3.318	1.786711E-05	3.318	14.61356
3.32	33.3	3.32	1.786711E-05	3.32	14.22711
3.322	16.7	3.322	1.786711E-05	3.322	14.00332
3.324	16.7	3.324	1.786711E-05	3.324	13.94263
3.326	0	3.326	1.786711E-05	3.326	14.04291
3.328	16.7	3.328	1.786711E-05	3.328	14.29946
3.33	50	3.33	1.786711E-05	3.33	14.70515
3.332	16.7	3.332	1.786711E-05	3.332	15.25055
3.334	16.7	3.334	1.786711E-05	3.334	15.92409
3.336	16.7	3.336	1.786711E-05	3.336	16.71228
3.338	33.3	3.338	1.786711E-05	3.338	17.59995
3.34	16.7	3.34	1.786711E-05	3.34	18.57047
3.342	0	3.342	1.786711E-05	3.342	19.6061
3.344	16.7	3.344	1.786711E-05	3.344	20.6882
3.346	16.7	3.346	1.786711E-05	3.346	21.7976
3.348	16.7	3.348	1.786711E-05	3.348	22.91489
3.35	33.3	3.35	1.786711E-05	3.35	24.02073
3.352	33.3	3.352	1.786711E-05	3.352	25.09614
3.354	16.7	3.354	1.786711E-05	3.354	26.12285
3.356	16.7	3.356	1.786711E-05	3.356	27.08353
3.358	16.7	3.358	1.786711E-05	3.358	27.9621
3.36	33.3	3.36	1.786711E-05	3.36	28.74392
3.362	33.3	3.362	1.786711E-05	3.362	29.41608
3.364	66.7	3.364	1.786711E-05	3.364	29.96754
3.366	0	3.366	1.786711E-05	3.366	30.38928
3.368	33.3	3.368	1.786711E-05	3.368	30.67448
3.37	16.7	3.37	1.786711E-05	3.37	30.81854
3.372	0	3.372	1.786711E-05	3.372	30.81918
3.374	50	3.374	1.786711E-05	3.374	30.67643
3.376	33.3	3.376	1.786711E-05	3.376	30.3926
3.378	33.3	3.378	1.786711E-05	3.378	29.97226
3.38	33.3	3.38	1.786711E-05	3.38	29.42208
3.382	16.7	3.382	1.786711E-05	3.382	28.75077
3.384	33.3	3.384	1.786711E-05	3.384	27.96888
3.386	16.7	3.386	1.786711E-05	3.386	27.08862
3.388	50	3.388	1.786711E-05	3.388	26.12365
3.39	16.7	3.39	1.786711E-05	3.39	25.08887
3.392	0	3.392	1.786711E-05	3.392	24.00013
3.394	33.3	3.394	1.786711E-05	3.394	22.87399
3.396	33.3	3.396	1.786711E-05	3.396	21.72746
3.398	16.7	3.398	1.786711E-05	3.398	20.57769
3.4	33.3	3.4	1.786711E-05	3.4	19.44175
3.402	16.7	3.402	1.786711E-05	3.402	18.33629
3.404	50	3.404	1.786711E-05	3.404	17.27734
3.406	0	3.406	1.786711E-05	3.406	16.28003
3.408	50	3.408	1.786711E-05	3.408	15.35834
3.41	0	3.41	1.786711E-05	3.41	14.52496
3.412	16.7	3.412	1.786711E-05	3.412	13.79099
3.414	50	3.414	1.786711E-05	3.414	13.16591
3.416	0	3.416	1.786711E-05	3.416	12.65732
3.418	16.7	3.418	1.786711E-05	3.418	12.27092
3.42	16.7	3.42	1.786711E-05	3.42	12.01042
3.422	16.7	3.422	1.786711E-05	3.422	11.87748
3.424	0	3.424	1.786711E-05	3.424	11.87173
3.426	0	3.426	1.786711E-05	3.426	11.99077
3.428	33.3	3.428	1.786711E-05	3.428	12.23026
3.43	33.3	3.43	1.786711E-05	3.43	12.58398
3.432	16.7	3.432	1.786711E-05	3.432	13.04397
3.434	16.7	3.434	1.786711E-05	3.434	13.60065
3.436	16.7	3.436	1.786711E-05	3.436	14.24301
3.438	50	3.438	1.786711E-05	3.438	14.95881
3.44	16.7	3.44	1.786711E-05	3.44	15.73476
3.442	33.3	3.442	1.786711E-05	3.442	16.55673
3.444	0	3.444	1.786711E-05	3.444	17.41003
3.446	16.7	3.446	1.786711E-05	3.446	18.27964
3.448	50	3.448	1.786711E-05	3.448	19.1504
3.45	33.3	3.45	1.786711E-05	3.45	20.00732
3.452	50	3.452	1.786711E-05	3.452	20.83577
3.454	16.7	3.454	1.786711E-05	3.454	21.62174
3.456	33.3	3.456	1.786711E-05	3.456	22.35204
3.458	0	3.458	1.786711E-05	3.458	23.01451
3.46	0	3.46	1.786711E-05	3.46	23.59817
3.462	0	3.462	1.786711E-05	3.462	24.09346
3.464	0	3.464	1.786711E-05	3.464	24.49228
3.466	33.3	3.466	1.786711E-05	3.466	24.78818
3.468	50	3.468	1.786711E-05	3.468	24.97641
3.47	50	3.47	1.786711E-05	3.47	25.05399
3.472	16.7	3.472	1.786711E-05	3.472	25.01973
3.474	0	3.474	1.786711E-05	3.474	24.87424
3.476	33.3	3.476	1.786711E-05	3.476	24.61988
3.478	66.7	3.478	1.786711E-05	3.478	24.26077
3.48	33.3	3.48	1.786711E-05	3.48	23.80259
3.482	0	3.482	1.786711E-05	3.482	23.25261
3.484	0	3.484	1.786711E-05	3.484	22.61944
3.486	0	3.486	1.786711E-05	3.486	21.91295
3.488	50	3.488	1.786711E-05	3.488	21.14408
3.49	50	3.49	1.786711E-05	3.49	20.32465
3.492	33.3	3.492	1.786711E-05	3.492	19.46718
3.494	16.7	3.494	1.786711E-05	3.494	18.58465
3.496	0	3.496	1.786711E-05	3.496	17.69031
3.498	0	3.498	1.786711E-05	3.498	16.7975
3.5	50	3.5	1.786711E-05	3.5	15.91936
3.502	83.3	3.502	1.786711E-05	3.502	15.0687
3.504	16.7	3.504	1.786711E-05	3.504	14.25773
3.506	16.7	3.506	1.786711E-05	3.506	13.49796
3.508	0	3.508	1.786711E-05	3.508	12.79991
3.51	16.7	3.51	1.786711E-05	3.51	12.17307
3.512	0	3.512	1.786711E-05	3.512	11.62568
3.514	0	3.514	1.786711E-05	3.514	11.16463
3.516	33.3	3.516	1.786711E-05	3.516	10.79539
3.518	16.7	3.518	1.786711E-05	3.518	10.5219
3.52	16.7	3.52	1.786711E-05	3.52	10.34656
3.522	16.7	3.522	1.786711E-05	3.522	10.27018
3.524	33.3	3.524	1.786711E-05	3.524	10.292
3.526	16.7	3.526	1.786711E-05	3.526	10.40971
3.528	33.3	3.528	1.786711E-05	3.528	10.6195
3.53	50	3.53	1.786711E-05	3.53	10.91615
3.532	33.3	3.532	1.786711E-05	3.532	11.29311
3.534	33.3	3.534	1.786711E-05	3.534	11.74264
3.536	0	3.536	1.786711E-05	3.536	12.25592
3.538	0	3.538	1.786711E-05	3.538	12.82322
3.54	16.7	3.54	1.786711E-05	3.54	13.43405
3.542	16.7	3.542	1.786711E-05	3.542	14.07736
3.544	0	3.544	1.786711E-05	3.544	14.74168
3.546	50	3.546	1.786711E-05	3.546	15.41535
3.548	33.3	3.548	1.786711E-05	3.548	16.08669
3.55	16.7	3.55	1.786711E-05	3.55	16.74415
3.552	33.3	3.552	1.786711E-05	3.552	17.37657
3.554	50	3.554	1.786711E-05	3.554	17.97328
3.556	16.7	3.556	1.786711E-05	3.556	18.52431
3.558	16.7	3.558	1.786711E-05	3.558	19.02051
3.56	16.7	3.56	1.786711E-05	3.56	19.4537
3.562	0	3.562	1.786711E-05	3.562	19.81681
3.564	16.7	3.564	1.786711E-05	3.564	20.10394
3.566	16.7	3.566	1.786711E-05	3.566	20.31047
3.568	50	3.568	1.786711E-05	3.568	20.43311
3.57	0	3.57	1.786711E-05	3.57	20.46996
3.572	16.7	3.572	1.786711E-05	3.572	20.42047
3.574	0	3.574	1.786711E-05	3.574	20.2855
3.576	66.7	3.576	1.786711E-05	3.576	20.06725
3.578	16.7	3.578	1.786711E-05	3.578	19.76922
3.58	16.7	3.58	1.786711E-05	3.58	19.39615
3.582	16.7	3.582	1.786711E-05	3.582	18.95393
3.584	0	3.584	1.786711E-05	3.584	18.44947
3.586	16.7	3.586	1.786711E-05	3.586	17.89062
3.588	50	3.588	1.786711E-05	3.588	17.286
3.59	16.7	3.59	1.786711E-05	3.59	16.64487
3.592	16.7	3.592	1.786711E-05	3.592	15.97699
3.594	50	3.594	1.786711E-05	3.594	15.29242
3.596	33.3	3.596	1.786711E-05	3.596	14.60141
3.598	50	3.598	1.786711E-05	3.598	13.91418
3.6	16.7	3.6	1.786711E-05	3.6	13.2408
3.602	0	3.602	1.786711E-05	3.602	12.59103
3.604	0	3.604	1.786711E-05	3.604	11.97413
3.606	16.7	3.606	1.786711E-05	3.606	11.39876
3.608	0	3.608	1.786711E-05	3.608	10.87282
3.61	0	3.61	1.786711E-05	3.61	10.40335
3.612	33.3	3.612	1.786711E-05	3.612	9.996436
3.614	0	3.614	1.786711E-05	3.614	9.657095
3.616	0	3.616	1.786711E-05	3.616	9.389225
3.618	50	3.618	1.786711E-05	3.618	9.195556
3.62	66.7	3.62	1.786711E-05	3.62	9.077612
3.622	33.3	3.622	1.786711E-05	3.622	9.035705
3.624	33.3	3.624	1.786711E-05	3.624	9.068938
3.626	33.3	3.626	1.786711E-05	3.626	9.175241
3.628	66.7	3.628	1.786711E-05	3.628	9.351402
3.63	0	3.63	1.786711E-05	3.63	9.593147
3.632	16.7	3.632	1.786711E-05	3.632	9.895206
3.634	16.7	3.634	1.786711E-05	3.634	10.25142
3.636	0	3.636	1.786711E-05	3.636	10.65482
3.638	16.7	3.638	1.786711E-05	3.638	11.09779
3.64	50	3.64	1.786711E-05	3.64	11.57217
3.642	16.7	3.642	1.786711E-05	3.642	12.06937
3.644	0	3.644	1.786711E-05	3.644	12.58056
3.646	33.3	3.646	1.786711E-05	3.646	13.09678
3.648	0	3.648	1.786711E-05	3.648	13.60907
3.65	33.3	3.65	1.786711E-05	3.65	14.10866
3.652	50	3.652	1.786711E-05	3.652	14.58707
3.654	50	3.654	1.786711E-05	3.654	15.03624
3.656	0	3.656	1.786711E-05	3.656	15.44867
3.658	33.3	3.658	1.786711E-05	3.658	15.81754
3.66	16.7	3.66	1.786711E-05	3.66	16.13677
3.662	16.7	3.662	1.786711E-05	3.662	16.40117
3.664	16.7	3.664	1.786711E-05	3.664	16.60644
3.666	50	3.666	1.786711E-05	3.666	16.74931
3.668	16.7	3.668	1.786711E-05	3.668	16.8275
3.67	50	3.67	1.786711E-05	3.67	16.83981
3.672	33.3	3.672	1.786711E-05	3.672	16.78609
3.674	33.3	3.674	1.786711E-05	3.674	16.66723
3.676	0	3.676	1.786711E-05	3.676	16.48517
3.678	33.3	3.678	1.786711E-05	3.678	16.24282
3.68	33.3	3.68	1.786711E-05	3.68	15.94402
3.682	0	3.682	1.786711E-05	3.682	15.59347
3.684	0	3.684	1.786711E-05	3.684	15.19662
3.686	33.3	3.686	1.786711E-05	3.686	14.75964
3.688	33.3	3.688	1.786711E-05	3.688	14.28923
3.69	16.7	3.69	1.786711E-05	3.69	13.79258
3.692	0	3.692	1.786711E-05	3.692	13.27721
3.694	16.7	3.694	1.786711E-05	3.694	12.75084
3.696	0	3.696	1.786711E-05	3.696	12.22132
3.698	33.3	3.698	1.786711E-05	3.698	11.69643
3.7	16.7	3.7	1.786711E-05	3.7	11.18382
3.702	0	3.702	1.786711E-05	3.702	10.69086
3.704	16.7	3.704	1.786711E-05	3.704	10.22452
3.706	16.7	3.706	1.786711E-05	3.706	9.79129
3.708	0	3.708	1.786711E-05	3.708	9.39705
3.71	33.3	3.71	1.786711E-05	3.71	9.047012
3.712	16.7	3.712	1.786711E-05	3.712	8.745631
3.714	16.7	3.714	1.786711E-05	3.714	8.496545
3.716	0	3.716	1.786711E-05	3.716	8.302524
3.718	33.3	3.718	1.786711E-05	3.718	8.165438
3.72	33.3	3.72	1.786711E-05	3.72	8.086238
3.722	16.7	3.722	1.786711E-05	3.722	8.064951
3.724	0	3.724	1.786711E-05	3.724	8.100684
3.726	16.7	3.726	1.786711E-05	3.726	8.191659
3.728	0	3.728	1.786711E-05	3.728	8.335238
3.73	16.7	3.73	1.786711E-05	3.73	8.527987
3.732	0	3.732	1.786711E-05	3.732	8.76573
3.734	66.7	3.734	1.786711E-05	3.734	9.043626
3.736	0	3.736	1.786711E-05	3.736	9.356255
3.738	0	3.738	1.786711E-05	3.738	9.697709
3.74	16.7	3.74	1.786711E-05	3.74	10.06169
3.742	33.3	3.742	1.786711E-05	3.742	10.44162
3.744	33.3	3.744	1.786711E-05	3.744	10.83073
3.746	33.3	3.746	1.786711E-05	3.746	11.2222
3.748	16.7	3.748	1.786711E-05	3.748	11.60924
3.75	16.7	3.75	1.786711E-05	3.75	11.98521
3.752	16.7	3.752	1.786711E-05	3.752	12.34372
3.754	16.7	3.754	1.786711E-05	3.754	12.67873
3.756	33.3	3.756	1.786711E-05	3.756	12.98466
3.758	0	3.758	1.786711E-05	3.758	13.25641
3.76	16.7	3.76	1.786711E-05	3.76	13.48954
3.762	16.7	3.762	1.786711E-05	3.762	13.68022
3.764	0	3.764	1.786711E-05	3.764	13.82537
3.766	16.7	3.766	1.786711E-05	3.766	13.92266
3.768	66.7	3.768	1.786711E-05	3.768	13.97054
3.77	33.3	3.77	1.786711E-05	3.77	13.96827
3.772	16.7	3.772	1.786711E-05	3.772	13.91592
3.774	33.3	3.774	1.786711E-05	3.774	13.81434
3.776	33.3	3.776	1.786711E-05	3.776	13.66516
3.778	16.7	3.778	1.786711E-05	3.778	13.47076
3.78	16.7	3.78	1.786711E-05	3.78	13.2342
3.782	16.7	3.782	1.786711E-05	3.782	12.95917
3.784	16.7	3.784	1.786711E-05	3.784	12.64995
3.786	0	3.786	1.786711E-05	3.786	12.31129
3.788	16.7	3.788	1.786711E-05	3.788	11.94839
3.79	66.7	3.79	1.786711E-05	3.79	11.56676
3.792	33.3	3.792	1.786711E-05	3.792	11.17213
3.794	0	3.794	1.786711E-05	3.794	10.7704
3.796	16.7	3.796	1.786711E-05	3.796	10.36751
3.798	33.3	3.798	1.786711E-05	3.798	9.969359
3.8	16.7	3.8	1.786711E-05	3.8	9.581698
3.802	33.3	3.802	1.786711E-05	3.802	9.210054
3.804	0	3.804	1.786711E-05	3.804	8.859642
3.806	33.3	3.806	1.786711E-05	3.806	8.535282
3.808	33.3	3.808	1.786711E-05	3.808	8.24133
3.81	33.3	3.81	1.786711E-05	3.81	7.981614
3.812	33.3	3.812	1.786711E-05	3.812	7.759377
3.814	33.3	3.814	1.786711E-05	3.814	7.577238
3.816	33.3	3.816	1.786711E-05	3.816	7.437147
3.818	16.7	3.818	1.786711E-05	3.818	7.340374
3.82	16.7	3.82	1.786711E-05	3.82	7.287487
3.822	50	3.822	1.786711E-05	3.822	7.278354
3.824	0	3.824	1.786711E-05	3.824	7.312157
3.826	0	3.826	1.786711E-05	3.826	7.387404
3.828	16.7	3.828	1.786711E-05	3.828	7.501969
3.83	0	3.83	1.786711E-05	3.83	7.653128
3.832	16.7	3.832	1.786711E-05	3.832	7.837607
3.834	16.7	3.834	1.786711E-05	3.834	8.051648
3.836	16.7	3.836	1.786711E-05	3.836	8.291066
3.838	16.7	3.838	1.786711E-05	3.838	8.551323
3.84	0	3.84	1.786711E-05	3.84	8.827605
3.842	16.7	3.842	1.786711E-05	3.842	9.114901
3.844	33.3	3.844	1.786711E-05	3.844	9.408081
3.846	16.7	3.846	1.786711E-05	3.846	9.701986
3.848	0	3.848	1.786711E-05	3.848	9.991504
3.85	33.3	3.85	1.786711E-05	3.85	10.27165
3.852	50	3.852	1.786711E-05	3.852	10.53765
3.854	33.3	3.854	1.786711E-05	3.854	10.78501
3.856	0	3.856	1.786711E-05	3.856	11.00958
3.858	0	3.858	1.786711E-05	3.858	11.20762
3.86	33.3	3.86	1.786711E-05	3.86	11.37586
3.862	33.3	3.862	1.786711E-05	3.862	11.51154
3.864	16.7	3.864	1.786711E-05	3.864	11.61244
3.866	16.7	3.866	1.786711E-05	3.866	11.67694
3.868	0	3.868	1.786711E-05	3.868	11.70399
3.87	16.7	3.87	1.786711E-05	3.87	11.69317
3.872	50	3.872	1.786711E-05	3.872	11.64465
3.874	16.7	3.874	1.786711E-05	3.874	11.5592
3.876	0	3.876	1.786711E-05	3.876	11.43818
3.878	0	3.878	1.786711E-05	3.878	11.28349
3.88	16.7	3.88	1.786711E-05	3.88	11.09754
3.882	33.3	3.882	1.786711E-05	3.882	10.88323
3.884	16.7	3.884	1.786711E-05	3.884	10.64385
3.886	16.7	3.886	1.786711E-05	3.886	10.38307
3.888	33.3	3.888	1.786711E-05	3.888	10.10486
3.89	16.7	3.89	1.786711E-05	3.89	9.813406
3.892	0	3.892	1.786711E-05	3.892	9.513076
3.894	0	3.894	1.786711E-05	3.894	9.208321
3.896	16.7	3.896	1.786711E-05	3.896	8.903615
3.898	16.7	3.898	1.786711E-05	3.898	8.603382
3.9	0	3.9	1.786711E-05	3.9	8.311927
3.902	0	3.902	1.786711E-05	3.902	8.033366
3.904	16.7	3.904	1.786711E-05	3.904	7.771567
3.906	0	3.906	1.786711E-05	3.906	7.53009
3.908	16.7	3.908	1.786711E-05	3.908	7.312133
3.91	50	3.91	1.786711E-05	3.91	7.120485
3.912	0	3.912	1.786711E-05	3.912	6.95749
3.914	16.7	3.914	1.786711E-05	3.914	6.825011
3.916	16.7	3.916	1.786711E-05	3.916	6.724409
3.918	0	3.918	1.786711E-05	3.918	6.656523
3.92	0	3.92	1.786711E-05	3.92	6.621669
3.922	50	3.922	1.786711E-05	3.922	6.619636
3.924	0	3.924	1.786711E-05	3.924	6.649694
3.926	0	3.926	1.786711E-05	3.926	6.710619
3.928	16.7	3.928	1.786711E-05	3.928	6.80071
3.93	16.7	3.93	1.786711E-05	3.93	6.917827
3.932	33.3	3.932	1.786711E-05	3.932	7.059425
3.934	50	3.934	1.786711E-05	3.934	7.222604
3.936	0	3.936	1.786711E-05	3.936	7.404157
3.938	0	3.938	1.786711E-05	3.938	7.600623
3.94	16.7	3.94	1.786711E-05	3.94	7.808346
3.942	0	3.942	1.786711E-05	3.942	8.023537
3.944	16.7	3.944	1.786711E-05	3.944	8.242331
3.946	66.7	3.946	1.786711E-05	3.946	8.460853
3.948	33.3	3.948	1.786711E-05	3.948	8.675281
3.95	16.7	3.95	1.786711E-05	3.95	8.881899
3.952	50	3.952	1.786711E-05	3.952	9.077164
3.954	0	3.954	1.786711E-05	3.954	9.257751
3.956	0	3.956	1.786711E-05	3.956	9.42061
3.958	0	3.958	1.786711E-05	3.958	9.56301
3.96	33.3	3.96	1.786711E-05	3.96	9.682574
3.962	33.3	3.962	1.786711E-05	3.962	9.777319
3.964	16.7	3.964	1.786711E-05	3.964	9.845677
3.966	50	3.966	1.786711E-05	3.966	9.88652
3.968	0	3.968	1.786711E-05	3.968	9.899173
3.97	16.7	3.97	1.786711E-05	3.97	9.88341
3.972	16.7	3.972	1.786711E-05	3.972	9.839468
3.974	16.7	3.974	1.786711E-05	3.974	9.768023
3.976	16.7	3.976	1.786711E-05	3.976	9.670186
3.978	0	3.978	1.786711E-05	3.978	9.54747
3.98	33.3	3.98	1.786711E-05	3.98	9.401769
3.982	0	3.982	1.786711E-05	3.982	9.23532
3.984	16.7	3.984	1.786711E-05	3.984	9.050667
3.986	16.7	3.986	1.786711E-05	3.986	8.850611
3.988	0	3.988	1.786711E-05	3.988	8.638166
3.99	33.3	3.99	1.786711E-05	3.99	8.416513
3.992	33.3	3.992	1.786711E-05	3.992	8.18894
3.994	0	3.994	1.786711E-05	3.994	7.958791
3.996	33.3	3.996	1.786711E-05	3.996	7.729416
3.998	16.7	3.998	1.786711E-05	3.998	7.504114
4	0	4	1.786711E-05	4	7.286082
4.002	0	4.002	1.786711E-05	4.002	7.078367
4.004	16.7	4.004	1.786711E-05	4.004	6.883815
4.006	33.3	4.006	1.786711E-05	4.006	6.705036
4.008	0	4.008	1.786711E-05	4.008	6.544356
4.01	33.3	4.01	1.786711E-05	4.01	6.403791
4.012	0	4.012	1.786711E-05	4.012	6.285015
4.014	0	4.014	1.786711E-05	4.014	6.189337
4.016	16.7	4.016	1.786711E-05	4.016	6.117688
4.018	16.7	4.018	1.786711E-05	4.018	6.070605
4.02	0	4.02	1.786711E-05	4.02	6.048233
4.022	0	4.022	1.786711E-05	4.022	6.050322
4.024	16.7	4.024	1.786711E-05	4.024	6.07624
4.026	16.7	4.026	1.786711E-05	4.026	6.124984
4.028	16.7	4.028	1.786711E-05	4.028	6.195203
4.03	16.7	4.03	1.786711E-05	4.03	6.285222
4.032	50	4.032	1.786711E-05	4.032	6.393072
4.034	16.7	4.034	1.786711E-05	4.034	6.516525
4.036	33.3	4.036	1.786711E-05	4.036	6.653134
4.038	16.7	4.038	1.786711E-05	4.038	6.800271
4.04	50	4.04	1.786711E-05	4.04	6.955175
4.042	33.3	4.042	1.786711E-05	4.042	7.114994
4.044	0	4.044	1.786711E-05	4.044	7.276832
4.046	0	4.046	1.786711E-05	4.046	7.437797
4.048	0	4.048	1.786711E-05	4.048	7.595045
4.05	16.7	4.05	1.786711E-05	4.05	7.745827
4.052	0	4.052	1.786711E-05	4.052	7.887528
4.054	16.7	4.054	1.786711E-05	4.054	8.017711
4.056	16.7	4.056	1.786711E-05	4.056	8.134149
4.058	33.3	4.058	1.786711E-05	4.058	8.234862
4.06	16.7	4.06	1.786711E-05	4.06	8.318144
4.062	16.7	4.062	1.786711E-05	4.062	8.382586
4.064	0	4.064	1.786711E-05	4.064	8.427095
4.066	16.7	4.066	1.786711E-05	4.066	8.450912
4.068	50	4.068	1.786711E-05	4.068	8.453613
4.07	33.3	4.07	1.786711E-05	4.07	8.435116
4.072	50	4.072	1.786711E-05	4.072	8.395677
4.074	33.3	4.074	1.786711E-05	4.074	8.335884
4.076	33.3	4.076	1.786711E-05	4.076	8.256643
4.078	0	4.078	1.786711E-05	4.078	8.159157
4.08	16.7	4.08	1.786711E-05	4.08	8.044906
4.082	33.3	4.082	1.786711E-05	4.082	7.915622
4.084	16.7	4.084	1.786711E-05	4.084	7.773253
4.086	16.7	4.086	1.786711E-05	4.086	7.619936
4.088	0	4.088	1.786711E-05	4.088	7.457957
4.09	16.7	4.09	1.786711E-05	4.09	7.289713
4.092	66.7	4.092	1.786711E-05	4.092	7.117673
