C1		バックグラウンド		理論プロファイル	
2θ(°)	強度(Counts)	2θ(°)	強度(Counts)	2θ(°)	強度(Counts)
1.154	13827.3	1.154	1.786711E-05	1.154	11712.02
1.156	13775.2	1.156	1.786711E-05	1.156	11565.99
1.158	13176.2	1.158	1.786711E-05	1.158	11411.17
1.16	14134.7	1.16	1.786711E-05	1.16	11246.87
1.162	14083.5	1.162	1.786711E-05	1.162	11072.77
1.164	13159.1	1.164	1.786711E-05	1.164	10888.88
1.166	12696.9	1.166	1.786711E-05	1.166	10695.57
1.168	12868.2	1.168	1.786711E-05	1.168	10493.54
1.17	13278.9	1.17	1.786711E-05	1.17	10283.8
1.172	13501.5	1.172	1.786711E-05	1.172	10067.63
1.174	13741.8	1.174	1.786711E-05	1.174	9846.55
1.176	13295.3	1.176	1.786711E-05	1.176	9622.266
1.178	12954.6	1.178	1.786711E-05	1.178	9396.625
1.18	13501.7	1.18	1.786711E-05	1.18	9171.565
1.182	13226.6	1.182	1.786711E-05	1.182	8949.057
1.184	11893.4	1.184	1.786711E-05	1.184	8731.05
1.186	12627.2	1.186	1.786711E-05	1.186	8519.421
1.188	11363.3	1.188	1.786711E-05	1.188	8315.925
1.19	11313.1	1.19	1.786711E-05	1.19	8122.145
1.192	11056.7	1.192	1.786711E-05	1.192	7939.455
1.194	10852.6	1.194	1.786711E-05	1.194	7768.984
1.196	10426.7	1.196	1.786711E-05	1.196	7611.587
1.198	10682.4	1.198	1.786711E-05	1.198	7467.828
1.2	10035.5	1.2	1.786711E-05	1.2	7337.964
1.202	9899.3	1.202	1.786711E-05	1.202	7221.945
1.204	8863	1.204	1.786711E-05	1.204	7119.415
1.206	8998.9	1.206	1.786711E-05	1.206	7029.726
1.208	8370.8	1.208	1.786711E-05	1.208	6951.958
1.21	7710.8	1.21	1.786711E-05	1.21	6884.946
1.212	7473.3	1.212	1.786711E-05	1.212	6827.311
1.214	6982.7	1.214	1.786711E-05	1.214	6777.496
1.216	7693.6	1.216	1.786711E-05	1.216	6733.812
1.218	6966	1.218	1.786711E-05	1.218	6694.479
1.22	6915.6	1.22	1.786711E-05	1.22	6657.674
1.222	6966.6	1.222	1.786711E-05	1.222	6621.576
1.224	6492.6	1.224	1.786711E-05	1.224	6584.413
1.226	7168.6	1.226	1.786711E-05	1.226	6544.503
1.228	6881.3	1.228	1.786711E-05	1.228	6500.3
1.23	6442.2	1.23	1.786711E-05	1.23	6450.424
1.232	6189.1	1.232	1.786711E-05	1.232	6393.7
1.234	6627.9	1.234	1.786711E-05	1.234	6329.178
1.236	7084.3	1.236	1.786711E-05	1.236	6256.156
1.238	6847.3	1.238	1.786711E-05	1.238	6174.194
1.24	6915.6	1.24	1.786711E-05	1.24	6083.12
1.242	6847.1	1.242	1.786711E-05	1.242	5983.029
1.244	6678.7	1.244	1.786711E-05	1.244	5874.278
1.246	6712.9	1.246	1.786711E-05	1.246	5757.472
1.248	6070.8	1.248	1.786711E-05	1.248	5633.443
1.25	6796.4	1.25	1.786711E-05	1.25	5503.228
1.252	6898.6	1.252	1.786711E-05	1.252	5368.038
1.254	6425.5	1.254	1.786711E-05	1.254	5229.226
1.256	6864.5	1.256	1.786711E-05	1.256	5088.25
1.258	6542.8	1.258	1.786711E-05	1.258	4946.636
1.26	6577.4	1.26	1.786711E-05	1.26	4805.936
1.262	6459.2	1.262	1.786711E-05	1.262	4667.693
1.264	6323.6	1.264	1.786711E-05	1.264	4533.398
1.266	6120.9	1.266	1.786711E-05	1.266	4404.458
1.268	5379.4	1.268	1.786711E-05	1.268	4282.159
1.27	4874.2	1.27	1.786711E-05	1.27	4167.638
1.272	5194.5	1.272	1.786711E-05	1.272	4061.854
1.274	4874.1	1.274	1.786711E-05	1.274	3965.572
1.276	4958.2	1.276	1.786711E-05	1.276	3879.34
1.278	3949.2	1.278	1.786711E-05	1.278	3803.483
1.28	4369.5	1.28	1.786711E-05	1.28	3738.098
1.282	4285.3	1.282	1.786711E-05	1.282	3683.052
1.284	3881.9	1.284	1.786711E-05	1.284	3637.99
1.286	3680.5	1.286	1.786711E-05	1.286	3602.347
1.288	3411.7	1.288	1.786711E-05	1.288	3575.363
1.29	3445.3	1.29	1.786711E-05	1.29	3556.104
1.292	3395	1.292	1.786711E-05	1.292	3543.488
1.294	3160.3	1.294	1.786711E-05	1.294	3536.313
1.296	2858.3	1.296	1.786711E-05	1.296	3533.283
1.298	3327.9	1.298	1.786711E-05	1.298	3533.047
1.3	3093.3	1.3	1.786711E-05	1.3	3534.227
1.302	2673.9	1.302	1.786711E-05	1.302	3535.45
1.304	3311.3	1.304	1.786711E-05	1.304	3535.387
1.306	3059.6	1.306	1.786711E-05	1.306	3532.775
1.308	3210.4	1.308	1.786711E-05	1.308	3526.451
1.31	2908.5	1.31	1.786711E-05	1.31	3515.378
1.312	3311.2	1.312	1.786711E-05	1.312	3498.663
1.314	3277.9	1.314	1.786711E-05	1.314	3475.582
1.316	3344.8	1.316	1.786711E-05	1.316	3445.586
1.318	3512.6	1.318	1.786711E-05	1.318	3408.32
1.32	3294.4	1.32	1.786711E-05	1.32	3363.62
1.322	3512.5	1.322	1.786711E-05	1.322	3311.52
1.324	3479.1	1.324	1.786711E-05	1.324	3252.241
1.326	3176.9	1.326	1.786711E-05	1.326	3186.189
1.328	3797.8	1.328	1.786711E-05	1.328	3113.94
1.33	3898.8	1.33	1.786711E-05	1.33	3036.223
1.332	3747.7	1.332	1.786711E-05	1.332	2953.899
1.334	3227.3	1.334	1.786711E-05	1.334	2867.94
1.336	3294.5	1.336	1.786711E-05	1.336	2779.407
1.338	2958.9	1.338	1.786711E-05	1.338	2689.419
1.34	3160	1.34	1.786711E-05	1.34	2599.127
1.342	2891.7	1.342	1.786711E-05	1.342	2509.69
1.344	2908.8	1.344	1.786711E-05	1.344	2422.241
1.346	2657	1.346	1.786711E-05	1.346	2337.868
1.348	2389.2	1.348	1.786711E-05	1.348	2257.586
1.35	2305.4	1.35	1.786711E-05	1.35	2182.313
1.352	2188.2	1.352	1.786711E-05	1.352	2112.854
1.354	1937.1	1.354	1.786711E-05	1.354	2049.878
1.356	1886.9	1.356	1.786711E-05	1.356	1993.914
1.358	1569.2	1.358	1.786711E-05	1.358	1945.33
1.36	1602.7	1.36	1.786711E-05	1.36	1904.335
1.362	1853.5	1.362	1.786711E-05	1.362	1870.974
1.364	1652.8	1.364	1.786711E-05	1.364	1845.127
1.366	1602.6	1.366	1.786711E-05	1.366	1826.518
1.368	1468.8	1.368	1.786711E-05	1.368	1814.722
1.37	1234.9	1.37	1.786711E-05	1.37	1809.177
1.372	1268.3	1.372	1.786711E-05	1.372	1809.199
1.374	1351.9	1.374	1.786711E-05	1.374	1813.998
1.376	1118	1.376	1.786711E-05	1.376	1822.7
1.378	1168	1.378	1.786711E-05	1.378	1834.368
1.38	1151.3	1.38	1.786711E-05	1.38	1848.021
1.382	1402	1.382	1.786711E-05	1.382	1862.66
1.384	1268.3	1.384	1.786711E-05	1.384	1877.29
1.386	1251.6	1.386	1.786711E-05	1.386	1890.942
1.388	1201.5	1.388	1.786711E-05	1.388	1902.694
1.39	1268.4	1.39	1.786711E-05	1.39	1911.691
1.392	1485.6	1.392	1.786711E-05	1.392	1917.166
1.394	1669.5	1.394	1.786711E-05	1.394	1918.448
1.396	1569.2	1.396	1.786711E-05	1.396	1914.986
1.398	1619.4	1.398	1.786711E-05	1.398	1906.351
1.4	1669.5	1.4	1.786711E-05	1.4	1892.246
1.402	1535.7	1.402	1.786711E-05	1.402	1872.511
1.404	1853.4	1.404	1.786711E-05	1.404	1847.124
1.406	1719.7	1.406	1.786711E-05	1.406	1816.2
1.408	1953.8	1.408	1.786711E-05	1.408	1779.981
1.41	1669.6	1.41	1.786711E-05	1.41	1738.837
1.412	1636.1	1.412	1.786711E-05	1.412	1693.248
1.414	1619.5	1.414	1.786711E-05	1.414	1643.792
1.416	1636.1	1.416	1.786711E-05	1.416	1591.137
1.418	1719.7	1.418	1.786711E-05	1.418	1536.016
1.42	1586	1.42	1.786711E-05	1.42	1479.213
1.422	1184.8	1.422	1.786711E-05	1.422	1421.547
1.424	1268.3	1.424	1.786711E-05	1.424	1363.85
1.426	1268.3	1.426	1.786711E-05	1.426	1306.947
1.428	1402	1.428	1.786711E-05	1.428	1251.641
1.43	1268.3	1.43	1.786711E-05	1.43	1198.695
1.432	867.4	1.432	1.786711E-05	1.432	1148.812
1.434	1017.7	1.434	1.786711E-05	1.434	1102.624
1.436	800.7	1.436	1.786711E-05	1.436	1060.68
1.438	600.4	1.438	1.786711E-05	1.438	1023.43
1.44	633.7	1.44	1.786711E-05	1.44	991.2207
1.442	717.2	1.442	1.786711E-05	1.442	964.2892
1.444	450.2	1.444	1.786711E-05	1.444	942.7582
1.446	483.6	1.446	1.786711E-05	1.446	926.6357
1.448	383.5	1.448	1.786711E-05	1.448	915.8165
1.45	567	1.45	1.786711E-05	1.45	910.0867
1.452	416.8	1.452	1.786711E-05	1.452	909.1299
1.454	516.9	1.454	1.786711E-05	1.454	912.5357
1.456	316.8	1.456	1.786711E-05	1.456	919.8104
1.458	600.4	1.458	1.786711E-05	1.458	930.389
1.46	450.2	1.46	1.786711E-05	1.46	943.6491
1.462	633.7	1.462	1.786711E-05	1.462	958.925
1.464	466.9	1.464	1.786711E-05	1.464	975.523
1.466	533.6	1.466	1.786711E-05	1.466	992.7374
1.468	483.6	1.468	1.786711E-05	1.468	1009.866
1.47	433.5	1.47	1.786711E-05	1.47	1026.224
1.472	617.1	1.472	1.786711E-05	1.472	1041.161
1.474	767.3	1.474	1.786711E-05	1.474	1054.073
1.476	917.5	1.476	1.786711E-05	1.476	1064.415
1.478	767.3	1.478	1.786711E-05	1.478	1071.712
1.48	750.6	1.48	1.786711E-05	1.48	1075.566
1.482	717.2	1.482	1.786711E-05	1.482	1075.67
1.484	800.6	1.484	1.786711E-05	1.484	1071.802
1.486	733.9	1.486	1.786711E-05	1.486	1063.841
1.488	667.1	1.488	1.786711E-05	1.488	1051.757
1.49	750.6	1.49	1.786711E-05	1.49	1035.617
1.492	900.8	1.492	1.786711E-05	1.492	1015.578
1.494	733.9	1.494	1.786711E-05	1.494	991.8841
1.496	800.6	1.496	1.786711E-05	1.496	964.8592
1.498	917.5	1.498	1.786711E-05	1.498	934.898
1.5	567	1.5	1.786711E-05	1.5	902.4567
1.502	700.5	1.502	1.786711E-05	1.502	868.0417
1.504	600.4	1.504	1.786711E-05	1.504	832.1979
1.506	834	1.506	1.786711E-05	1.506	795.4963
1.508	550.3	1.508	1.786711E-05	1.508	758.5209
1.51	516.9	1.51	1.786711E-05	1.51	721.8557
1.512	433.5	1.512	1.786711E-05	1.512	686.0724
1.514	683.8	1.514	1.786711E-05	1.514	651.7178
1.516	366.8	1.516	1.786711E-05	1.516	619.3026
1.518	250.1	1.518	1.786711E-05	1.518	589.2908
1.52	266.7	1.52	1.786711E-05	1.52	562.0903
1.522	333.4	1.522	1.786711E-05	1.522	538.0455
1.524	283.4	1.524	1.786711E-05	1.524	517.4298
1.526	350.1	1.526	1.786711E-05	1.526	500.4421
1.528	233.4	1.528	1.786711E-05	1.528	487.2029
1.53	300.1	1.53	1.786711E-05	1.53	477.753
1.532	216.7	1.532	1.786711E-05	1.532	472.0542
1.534	100	1.534	1.786711E-05	1.534	469.9914
1.536	183.4	1.536	1.786711E-05	1.536	471.3757
1.538	166.7	1.538	1.786711E-05	1.538	475.9505
1.54	83.3	1.54	1.786711E-05	1.54	483.3974
1.542	216.7	1.542	1.786711E-05	1.542	493.3443
1.544	150	1.544	1.786711E-05	1.544	505.3742
1.546	200	1.546	1.786711E-05	1.546	519.0349
1.548	150	1.548	1.786711E-05	1.548	533.8491
1.55	183.4	1.55	1.786711E-05	1.55	549.3252
1.552	300.1	1.552	1.786711E-05	1.552	564.9678
1.554	283.4	1.554	1.786711E-05	1.554	580.2886
1.556	266.7	1.556	1.786711E-05	1.556	594.8164
1.558	350.1	1.558	1.786711E-05	1.558	608.1072
1.56	250.1	1.56	1.786711E-05	1.56	619.7531
1.562	366.8	1.562	1.786711E-05	1.562	629.3901
1.564	483.6	1.564	1.786711E-05	1.564	636.706
1.566	316.8	1.566	1.786711E-05	1.566	641.445
1.568	550.3	1.568	1.786711E-05	1.568	643.4133
1.57	300.1	1.57	1.786711E-05	1.57	642.4816
1.572	500.3	1.572	1.786711E-05	1.572	638.5871
1.574	416.8	1.574	1.786711E-05	1.574	631.7335
1.576	350.1	1.576	1.786711E-05	1.576	621.9899
1.578	350.1	1.578	1.786711E-05	1.578	609.4885
1.58	333.4	1.58	1.786711E-05	1.58	594.4205
1.582	483.6	1.582	1.786711E-05	1.582	577.0309
1.584	500.3	1.584	1.786711E-05	1.584	557.613
1.586	333.5	1.586	1.786711E-05	1.586	536.5007
1.588	233.4	1.588	1.786711E-05	1.588	514.0609
1.59	283.4	1.59	1.786711E-05	1.59	490.6853
1.592	350.1	1.592	1.786711E-05	1.592	466.7818
1.594	316.8	1.594	1.786711E-05	1.594	442.765
1.596	250.1	1.596	1.786711E-05	1.596	419.0476
1.598	316.8	1.598	1.786711E-05	1.598	396.0316
1.6	250.1	1.6	1.786711E-05	1.6	374.0998
1.602	283.4	1.602	1.786711E-05	1.602	353.6078
1.604	133.4	1.604	1.786711E-05	1.604	334.8772
1.606	183.4	1.606	1.786711E-05	1.606	318.1889
1.608	200	1.608	1.786711E-05	1.608	303.7779
1.61	116.7	1.61	1.786711E-05	1.61	291.8286
1.612	150	1.612	1.786711E-05	1.612	282.4724
1.614	150	1.614	1.786711E-05	1.614	275.7846
1.616	133.4	1.616	1.786711E-05	1.616	271.7848
1.618	200	1.618	1.786711E-05	1.618	270.4361
1.62	50	1.62	1.786711E-05	1.62	271.6476
1.622	133.4	1.622	1.786711E-05	1.622	275.2767
1.624	66.7	1.624	1.786711E-05	1.624	281.1327
1.626	50	1.626	1.786711E-05	1.626	288.9819
1.628	116.7	1.628	1.786711E-05	1.628	298.5528
1.63	116.7	1.63	1.786711E-05	1.63	309.5427
1.632	100	1.632	1.786711E-05	1.632	321.6242
1.634	133.4	1.634	1.786711E-05	1.634	334.4527
1.636	116.7	1.636	1.786711E-05	1.636	347.6738
1.638	116.7	1.638	1.786711E-05	1.638	360.931
1.64	150	1.64	1.786711E-05	1.64	373.8731
1.642	133.4	1.642	1.786711E-05	1.642	386.1616
1.644	200	1.644	1.786711E-05	1.644	397.4778
1.646	50	1.646	1.786711E-05	1.646	407.5291
1.648	233.4	1.648	1.786711E-05	1.648	416.0547
1.65	150	1.65	1.786711E-05	1.65	422.8308
1.652	200	1.652	1.786711E-05	1.652	427.675
1.654	250.1	1.654	1.786711E-05	1.654	430.4492
1.656	200	1.656	1.786711E-05	1.656	431.0619
1.658	150	1.658	1.786711E-05	1.658	429.47
1.66	200	1.66	1.786711E-05	1.66	425.6784
1.662	283.4	1.662	1.786711E-05	1.662	419.7397
1.664	300.1	1.664	1.786711E-05	1.664	411.7523
1.666	150	1.666	1.786711E-05	1.666	401.8578
1.668	216.7	1.668	1.786711E-05	1.668	390.2373
1.67	200	1.67	1.786711E-05	1.67	377.1071
1.672	200	1.672	1.786711E-05	1.672	362.7138
1.674	166.7	1.674	1.786711E-05	1.674	347.3287
1.676	133.4	1.676	1.786711E-05	1.676	331.2418
1.678	150	1.678	1.786711E-05	1.678	314.7552
1.68	66.7	1.68	1.786711E-05	1.68	298.1769
1.682	100	1.682	1.786711E-05	1.682	281.8141
1.684	50	1.684	1.786711E-05	1.684	265.9668
1.686	100	1.686	1.786711E-05	1.686	250.9216
1.688	83.3	1.688	1.786711E-05	1.688	236.9457
1.69	16.7	1.69	1.786711E-05	1.69	224.2816
1.692	66.7	1.692	1.786711E-05	1.692	213.1424
1.694	33.3	1.694	1.786711E-05	1.694	203.7076
1.696	83.3	1.696	1.786711E-05	1.696	196.1193
1.698	0	1.698	1.786711E-05	1.698	190.4806
1.7	33.3	1.7	1.786711E-05	1.7	186.8527
1.702	100	1.702	1.786711E-05	1.702	185.2551
1.704	33.3	1.704	1.786711E-05	1.704	185.6649
1.706	33.3	1.706	1.786711E-05	1.706	188.0183
1.708	83.3	1.708	1.786711E-05	1.708	192.2118
1.71	50	1.71	1.786711E-05	1.71	198.1053
1.712	200	1.712	1.786711E-05	1.712	205.5251
1.714	50	1.714	1.786711E-05	1.714	214.268
1.716	83.3	1.716	1.786711E-05	1.716	224.1056
1.718	66.7	1.718	1.786711E-05	1.718	234.7896
1.72	83.3	1.72	1.786711E-05	1.72	246.057
1.722	66.7	1.722	1.786711E-05	1.722	257.6359
1.724	200	1.724	1.786711E-05	1.724	269.2508
1.726	150	1.726	1.786711E-05	1.726	280.6287
1.728	133.4	1.728	1.786711E-05	1.728	291.5049
1.73	150	1.73	1.786711E-05	1.73	301.628
1.732	116.7	1.732	1.786711E-05	1.732	310.7649
1.734	83.3	1.734	1.786711E-05	1.734	318.706
1.736	216.7	1.736	1.786711E-05	1.736	325.2688
1.738	66.7	1.738	1.786711E-05	1.738	330.3018
1.74	183.4	1.74	1.786711E-05	1.74	333.6869
1.742	66.7	1.742	1.786711E-05	1.742	335.3419
1.744	150	1.744	1.786711E-05	1.744	335.2217
1.746	50	1.746	1.786711E-05	1.746	333.3188
1.748	33.3	1.748	1.786711E-05	1.748	329.6633
1.75	33.3	1.75	1.786711E-05	1.75	324.322
1.752	183.4	1.752	1.786711E-05	1.752	317.3962
1.754	150	1.754	1.786711E-05	1.754	309.0201
1.756	100	1.756	1.786711E-05	1.756	299.3569
1.758	50	1.758	1.786711E-05	1.758	288.5958
1.76	133.4	1.76	1.786711E-05	1.76	276.9476
1.762	100	1.762	1.786711E-05	1.762	264.6404
1.764	50	1.764	1.786711E-05	1.764	251.9145
1.766	66.7	1.766	1.786711E-05	1.766	239.0175
1.768	83.3	1.768	1.786711E-05	1.768	226.1993
1.77	150	1.77	1.786711E-05	1.77	213.7066
1.772	66.7	1.772	1.786711E-05	1.772	201.7782
1.774	100	1.774	1.786711E-05	1.774	190.6401
1.776	133.4	1.776	1.786711E-05	1.776	180.5007
1.778	33.3	1.778	1.786711E-05	1.778	171.5471
1.78	100	1.78	1.786711E-05	1.78	163.9411
1.782	100	1.782	1.786711E-05	1.782	157.8163
1.784	100	1.784	1.786711E-05	1.784	153.2753
1.786	50	1.786	1.786711E-05	1.786	150.3881
1.788	116.7	1.788	1.786711E-05	1.788	149.1908
1.79	100	1.79	1.786711E-05	1.79	149.6851
1.792	16.7	1.792	1.786711E-05	1.792	151.8383
1.794	200	1.794	1.786711E-05	1.794	155.5846
1.796	50	1.796	1.786711E-05	1.796	160.8264
1.798	100	1.798	1.786711E-05	1.798	167.4364
1.8	150	1.8	1.786711E-05	1.8	175.2606
1.802	150	1.802	1.786711E-05	1.802	184.1213
1.804	133.4	1.804	1.786711E-05	1.804	193.8212
1.806	100	1.806	1.786711E-05	1.806	204.1472
1.808	133.4	1.808	1.786711E-05	1.808	214.8748
1.81	166.7	1.81	1.786711E-05	1.81	225.7732
1.812	100	1.812	1.786711E-05	1.812	236.609
1.814	83.3	1.814	1.786711E-05	1.814	247.1521
1.816	116.7	1.816	1.786711E-05	1.816	257.1791
1.818	150	1.818	1.786711E-05	1.818	266.4789
1.82	133.4	1.82	1.786711E-05	1.82	274.856
1.822	66.7	1.822	1.786711E-05	1.822	282.1346
1.824	33.3	1.824	1.786711E-05	1.824	288.1621
1.826	150	1.826	1.786711E-05	1.826	292.8122
1.828	116.7	1.828	1.786711E-05	1.828	295.9866
1.83	100	1.83	1.786711E-05	1.83	297.6177
1.832	66.7	1.832	1.786711E-05	1.832	297.669
1.834	83.3	1.834	1.786711E-05	1.834	296.1361
1.836	50	1.836	1.786711E-05	1.836	293.0466
1.838	66.7	1.838	1.786711E-05	1.838	288.459
1.84	66.7	1.84	1.786711E-05	1.84	282.4619
1.842	116.7	1.842	1.786711E-05	1.842	275.1717
1.844	100	1.844	1.786711E-05	1.844	266.7303
1.846	66.7	1.846	1.786711E-05	1.846	257.3022
1.848	66.7	1.848	1.786711E-05	1.848	247.0708
1.85	100	1.85	1.786711E-05	1.85	236.2351
1.852	83.3	1.852	1.786711E-05	1.852	225.0054
1.854	66.7	1.854	1.786711E-05	1.854	213.5992
1.856	100	1.856	1.786711E-05	1.856	202.2367
1.858	83.3	1.858	1.786711E-05	1.858	191.1367
1.86	66.7	1.86	1.786711E-05	1.86	180.5121
1.862	33.3	1.862	1.786711E-05	1.862	170.5656
1.864	100	1.864	1.786711E-05	1.864	161.4861
1.866	116.7	1.866	1.786711E-05	1.866	153.4449
1.868	116.7	1.868	1.786711E-05	1.868	146.592
1.87	100	1.87	1.786711E-05	1.87	141.0539
1.872	66.7	1.872	1.786711E-05	1.872	136.9309
1.874	100	1.874	1.786711E-05	1.874	134.2951
1.876	116.7	1.876	1.786711E-05	1.876	133.1893
1.878	100	1.878	1.786711E-05	1.878	133.6264
1.88	50	1.88	1.786711E-05	1.88	135.5889
1.882	166.7	1.882	1.786711E-05	1.882	139.0297
1.884	83.3	1.884	1.786711E-05	1.884	143.8729
1.886	116.7	1.886	1.786711E-05	1.886	150.0157
1.888	166.7	1.888	1.786711E-05	1.888	157.3302
1.89	100	1.89	1.786711E-05	1.89	165.6661
1.892	166.7	1.892	1.786711E-05	1.892	174.8538
1.894	50	1.894	1.786711E-05	1.894	184.7076
1.896	116.7	1.896	1.786711E-05	1.896	195.0297
1.898	83.3	1.898	1.786711E-05	1.898	205.6136
1.9	66.7	1.9	1.786711E-05	1.9	216.2486
1.902	66.7	1.902	1.786711E-05	1.902	226.7235
1.904	133.4	1.904	1.786711E-05	1.904	236.8311
1.906	50	1.906	1.786711E-05	1.906	246.3719
1.908	83.3	1.908	1.786711E-05	1.908	255.1578
1.91	83.3	1.91	1.786711E-05	1.91	263.0161
1.912	33.3	1.912	1.786711E-05	1.912	269.7927
1.914	16.7	1.914	1.786711E-05	1.914	275.3545
1.916	33.3	1.916	1.786711E-05	1.916	279.5924
1.918	83.3	1.918	1.786711E-05	1.918	282.4233
1.92	33.3	1.92	1.786711E-05	1.92	283.7913
1.922	50	1.922	1.786711E-05	1.922	283.6688
1.924	0	1.924	1.786711E-05	1.924	282.0571
1.926	66.7	1.926	1.786711E-05	1.926	278.986
1.928	83.3	1.928	1.786711E-05	1.928	274.5133
1.93	83.3	1.93	1.786711E-05	1.93	268.7235
1.932	33.3	1.932	1.786711E-05	1.932	261.7263
1.934	50	1.934	1.786711E-05	1.934	253.6539
1.936	83.3	1.936	1.786711E-05	1.936	244.6591
1.938	100	1.938	1.786711E-05	1.938	234.9117
1.94	50	1.94	1.786711E-05	1.94	224.5956
1.942	33.3	1.942	1.786711E-05	1.942	213.9051
1.944	33.3	1.944	1.786711E-05	1.944	203.0409
1.946	50	1.946	1.786711E-05	1.946	192.2068
1.948	66.7	1.948	1.786711E-05	1.948	181.6055
1.95	83.3	1.95	1.786711E-05	1.95	171.4346
1.952	66.7	1.952	1.786711E-05	1.952	161.8833
1.954	150	1.954	1.786711E-05	1.954	153.1283
1.956	133.4	1.956	1.786711E-05	1.956	145.3309
1.958	83.3	1.958	1.786711E-05	1.958	138.6341
1.96	83.3	1.96	1.786711E-05	1.96	133.1592
1.962	100	1.962	1.786711E-05	1.962	129.0047
1.964	183.4	1.964	1.786711E-05	1.964	126.2435
1.966	50	1.966	1.786711E-05	1.966	124.9222
1.968	66.7	1.968	1.786711E-05	1.968	125.06
1.97	66.7	1.97	1.786711E-05	1.97	126.6488
1.972	183.4	1.972	1.786711E-05	1.972	129.653
1.974	83.3	1.974	1.786711E-05	1.974	134.0105
1.976	50	1.976	1.786711E-05	1.976	139.6339
1.978	100	1.978	1.786711E-05	1.978	146.4122
1.98	33.3	1.98	1.786711E-05	1.98	154.2133
1.982	16.7	1.982	1.786711E-05	1.982	162.8859
1.984	66.7	1.984	1.786711E-05	1.984	172.2629
1.986	100	1.986	1.786711E-05	1.986	182.1644
1.988	16.7	1.988	1.786711E-05	1.988	192.4011
1.99	66.7	1.99	1.786711E-05	1.99	202.778
1.992	66.7	1.992	1.786711E-05	1.992	213.098
1.994	83.3	1.994	1.786711E-05	1.994	223.1653
1.996	66.7	1.996	1.786711E-05	1.996	232.7897
1.998	33.3	1.998	1.786711E-05	1.998	241.7893
2	50	2	1.786711E-05	2	249.9948
2.002	33.3	2.002	1.786711E-05	2.002	257.2516
2.004	33.3	2.004	1.786711E-05	2.004	263.4236
2.006	16.7	2.006	1.786711E-05	2.006	268.3948
2.008	16.7	2.008	1.786711E-05	2.008	272.0721
2.01	0	2.01	1.786711E-05	2.01	274.3865
2.012	50	2.012	1.786711E-05	2.012	275.2944
2.014	33.3	2.014	1.786711E-05	2.014	274.7785
2.016	100	2.016	1.786711E-05	2.016	272.8479
2.018	50	2.018	1.786711E-05	2.018	269.5376
2.02	16.7	2.02	1.786711E-05	2.02	264.9084
2.022	50	2.022	1.786711E-05	2.022	259.045
2.024	50	2.024	1.786711E-05	2.024	252.0548
2.026	66.7	2.026	1.786711E-05	2.026	244.0657
2.028	16.7	2.028	1.786711E-05	2.028	235.2234
2.03	100	2.03	1.786711E-05	2.03	225.6894
2.032	50	2.032	1.786711E-05	2.032	215.6372
2.034	150	2.034	1.786711E-05	2.034	205.2492
2.036	100	2.036	1.786711E-05	2.036	194.7138
2.038	116.7	2.038	1.786711E-05	2.038	184.2215
2.04	83.3	2.04	1.786711E-05	2.04	173.9612
2.042	33.3	2.042	1.786711E-05	2.042	164.1174
2.044	116.7	2.044	1.786711E-05	2.044	154.8661
2.046	50	2.046	1.786711E-05	2.046	146.3722
2.048	100	2.048	1.786711E-05	2.048	138.7861
2.05	50	2.05	1.786711E-05	2.05	132.2411
2.052	100	2.052	1.786711E-05	2.052	126.8512
2.054	100	2.054	1.786711E-05	2.054	122.7087
2.056	133.4	2.056	1.786711E-05	2.056	119.8832
2.058	66.7	2.058	1.786711E-05	2.058	118.4196
2.06	100	2.06	1.786711E-05	2.06	118.3382
2.062	66.7	2.062	1.786711E-05	2.062	119.6335
2.064	66.7	2.064	1.786711E-05	2.064	122.2755
2.066	66.7	2.066	1.786711E-05	2.066	126.2092
2.068	83.3	2.068	1.786711E-05	2.068	131.3565
2.07	50	2.07	1.786711E-05	2.07	137.6174
2.072	100	2.072	1.786711E-05	2.072	144.8718
2.074	83.3	2.074	1.786711E-05	2.074	152.982
2.076	116.7	2.076	1.786711E-05	2.076	161.795
2.078	66.7	2.078	1.786711E-05	2.078	171.1457
2.08	50	2.08	1.786711E-05	2.08	180.8593
2.082	50	2.082	1.786711E-05	2.082	190.7555
2.084	33.3	2.084	1.786711E-05	2.084	200.6506
2.086	16.7	2.086	1.786711E-05	2.086	210.3619
2.088	50	2.088	1.786711E-05	2.088	219.7104
2.09	83.3	2.09	1.786711E-05	2.09	228.5241
2.092	16.7	2.092	1.786711E-05	2.092	236.6412
2.094	33.3	2.094	1.786711E-05	2.094	243.9132
2.096	16.7	2.096	1.786711E-05	2.096	250.2069
2.098	33.3	2.098	1.786711E-05	2.098	255.4074
2.1	16.7	2.1	1.786711E-05	2.1	259.4199
2.102	33.3	2.102	1.786711E-05	2.102	262.171
2.104	50	2.104	1.786711E-05	2.104	263.6105
2.106	50	2.106	1.786711E-05	2.106	263.7118
2.108	33.3	2.108	1.786711E-05	2.108	262.4725
2.11	0	2.11	1.786711E-05	2.11	259.9144
2.112	0	2.112	1.786711E-05	2.112	256.0826
2.114	66.7	2.114	1.786711E-05	2.114	251.0453
2.116	50	2.116	1.786711E-05	2.116	244.8917
2.118	33.3	2.118	1.786711E-05	2.118	237.7311
2.12	83.3	2.12	1.786711E-05	2.12	229.6901
2.122	50	2.122	1.786711E-05	2.122	220.911
