,A2,,,A9,,,B3,,,B4,,C1,C2,C4,C5,è„,â∫
3.832,190,,3.832,608.7,,3.832,3.3,,3.832,15,,0,35,0,5.8,85,65.8
3.836,204.2,,3.836,483.6,,3.836,7.5,,3.836,21.7,,16.7,35,8.3,3.3,98.3,72.5
3.84,203.4,,3.84,533.6,,3.84,1.7,,3.84,25.8,,0,36.7,12.5,4.2,67.5,65
3.844,245.1,,3.844,508.6,,3.844,6.7,,3.844,27.5,,0,36.7,0,5.8,62.5,45
3.848,232.6,,3.848,483.6,,3.848,5,,3.848,29.2,,0,60.8,0,5.8,56.7,50
3.852,231.7,,3.852,400.2,,3.852,5.8,,3.852,18.3,,0,50,8.3,6.7,50.8,39.2
3.856,229.2,,3.856,366.8,,3.856,5.8,,3.856,21.7,,0,59.2,4.2,3.3,44.2,34.2
3.86,215.9,,3.86,408.5,,3.86,9.2,,3.86,16.7,,16.7,60,0,10.8,58.3,29.2
3.864,208.4,,3.864,283.4,,3.864,7.5,,3.864,23.3,,0,57.5,4.2,0,49.2,50.8
3.868,194.2,,3.868,300.1,,3.868,6.7,,3.868,26.7,,0,54.2,0,12.5,50,51.7
3.872,165,,3.872,191.7,,3.872,5,,3.872,23.3,,0,56.7,12.5,5,48.3,55
3.876,143.4,,3.876,258.4,,3.876,6.7,,3.876,18.3,,8.3,41.7,0,3.3,60,49.2
3.88,129.2,,3.88,191.7,,3.88,8.3,,3.88,20.8,,0,43.3,8.3,10,76.7,57.5
3.884,132.5,,3.884,183.4,,3.884,13.3,,3.884,15.8,,16.7,32.5,4.2,6.7,77.5,61.7
3.888,105,,3.888,258.4,,3.888,4.2,,3.888,14.2,,0,26.7,4.2,6.7,91.7,65
3.892,82.5,,3.892,283.4,,3.892,5.8,,3.892,21.7,,0,37.5,0,3.3,105,75.8
3.896,111.7,,3.896,325.1,,3.896,6.7,,3.896,20,,8.3,30,0,5,91.7,89.2
3.9,90,,3.9,383.5,,3.9,5.8,,3.9,22.5,,0,19.2,8.3,2.5,83.3,95.8
3.904,96.7,,3.904,316.8,,3.904,3.3,,3.904,26.7,,8.3,30.8,8.3,5,101.7,88.3
3.908,120.8,,3.908,383.5,,3.908,5.8,,3.908,25,,0,26.7,4.2,8.3,96.7,84.2
3.912,116.7,,3.912,416.8,,3.912,5.8,,3.912,21.7,,0,18.3,4.2,4.2,99.2,75
3.916,119.2,,3.916,400.2,,3.916,4.2,,3.916,13.3,,0,15,8.3,1.7,93.3,89.2
3.92,156.7,,3.92,475.2,,3.92,7.5,,3.92,20,,8.3,38.3,4.2,3.3,88.3,69.2
3.924,169.2,,3.924,483.6,,3.924,2.5,,3.924,19.2,,0,24.2,0,5,75.8,65
3.928,200.9,,3.928,441.9,,3.928,5,,3.928,20,,0,27.5,0,4.2,85,50.8
3.932,216.7,,3.932,516.9,,3.932,8.3,,3.932,17.5,,8.3,30,8.3,2.5,74.2,47.5
3.936,203.4,,3.936,366.8,,3.936,5,,3.936,35.8,,0,52.5,0,7.5,73.3,54.2
3.94,229.2,,3.94,391.8,,3.94,8.3,,3.94,15.8,,0,47.5,0,4.2,46.7,35.8
3.944,224.2,,3.944,416.8,,3.944,5,,3.944,27.5,,0,36.7,4.2,10,44.2,56.7
3.948,208.4,,3.948,375.2,,3.948,1.7,,3.948,23.3,,8.3,60,16.7,8.3,39.2,33.3
3.952,213.4,,3.952,291.8,,3.952,5,,3.952,18.3,,0,60.8,4.2,5.8,60.8,36.7
3.956,194.2,,3.956,250.1,,3.956,5.8,,3.956,29.2,,8.3,50.8,0,5.8,40,37.5
3.96,175.9,,3.96,258.4,,3.96,10,,3.96,16.7,,0,37.5,0,5,57.5,40.8
3.964,166.7,,3.964,183.4,,3.964,5,,3.964,19.2,,0,52.5,4.2,6.7,43.3,47.5
3.968,144.2,,3.968,233.4,,3.968,5.8,,3.968,25.8,,0,38.3,8.3,6.7,48.3,40
3.972,107.5,,3.972,241.7,,3.972,9.2,,3.972,21.7,,8.3,46.7,0,4.2,55.8,47.5
3.976,96.7,,3.976,191.7,,3.976,5.8,,3.976,11.7,,0,31.7,0,8.3,71.7,68.3
3.98,75.8,,3.98,175,,3.98,9.2,,3.98,15.8,,0,35.8,4.2,8.3,75,60.8
3.984,71.7,,3.984,158.4,,3.984,6.7,,3.984,16.7,,0,28.3,12.5,2.5,77.5,63.3
3.988,73.3,,3.988,200,,3.988,5,,3.988,10.8,,0,20,16.7,2.5,85.8,76.7
3.992,82.5,,3.992,216.7,,3.992,5,,3.992,18.3,,0,20,0,6.7,91.7,79.2
3.996,95.8,,3.996,358.5,,3.996,5.8,,3.996,22.5,,0,21.7,8.3,2.5,80,71.7
4,90,,4,391.8,,4,4.2,,4,22.5,,0,12.5,0,5,95.8,82.5
4.004,116.7,,4.004,300.1,,4.004,3.3,,4.004,21.7,,0,14.2,8.3,10.8,93.3,84.2
4.008,135.9,,4.008,366.8,,4.008,9.2,,4.008,24.2,,0,22.5,4.2,5.8,70.8,74.2
4.012,144.2,,4.012,391.8,,4.012,6.7,,4.012,15,,8.3,17.5,4.2,8.3,56.7,49.2
4.016,138.4,,4.016,466.9,,4.016,5,,4.016,18.3,,8.3,23.3,8.3,8.3,62.5,51.7
4.02,164.2,,4.02,366.8,,4.02,1.7,,4.02,20,,0,19.2,4.2,10,54.2,57.5
4.024,162.5,,4.024,575.3,,4.024,8.3,,4.024,19.2,,0,15.8,0,0.8,43.3,48.3
4.028,174.2,,4.028,450.2,,4.028,6.7,,4.028,15.8,,0,30.8,0,5.8,61.7,31.7
4.032,175.9,,4.032,375.1,,4.032,4.2,,4.032,20,,8.3,34.2,8.3,2.5,36.7,29.2
4.036,183.4,,4.036,408.5,,4.036,4.2,,4.036,21.7,,0,40,4.2,8.3,41.7,39.2
4.04,170.9,,4.04,325.1,,4.04,5.8,,4.04,24.2,,0,40.8,4.2,5.8,49.2,37.5
4.044,172.5,,4.044,275.1,,4.044,1.7,,4.044,17.5,,8.3,49.2,0,4.2,34.2,30.8
4.048,159.2,,4.048,241.7,,4.048,5,,4.048,21.7,,0,40,0,4.2,35.8,31.7
4.052,132.5,,4.052,133.4,,4.052,5,,4.052,23.3,,8.3,45,4.2,4.2,44.2,40
4.056,128.4,,4.056,150,,4.056,5,,4.056,15.8,,16.7,30,0,3.3,48.3,34.2
4.06,110.8,,4.06,158.4,,4.06,2.5,,4.06,20,,16.7,37.5,4.2,4.2,49.2,31.7
4.064,113.3,,4.064,191.7,,4.064,5,,4.064,19.2,,0,40.8,4.2,7.5,61.7,59.2
4.068,97.5,,4.068,216.7,,4.068,6.7,,4.068,18.3,,16.7,35.8,0,7.5,56.7,58.3
4.072,80.8,,4.072,166.7,,4.072,5.8,,4.072,20,,0,35.8,0,3.3,75.8,65.8
4.076,83.3,,4.076,216.7,,4.076,6.7,,4.076,22.5,,16.7,36.7,4.2,6.7,68.3,60
4.08,73.3,,4.08,141.7,,4.08,4.2,,4.08,20,,16.7,23.3,4.2,5,78.3,60
4.084,65.8,,4.084,208.4,,4.084,7.5,,4.084,25,,0,20,4.2,5,77.5,54.2
4.088,79.2,,4.088,250.1,,4.088,3.3,,4.088,8.3,,8.3,12.5,8.3,7.5,92.5,60.8
4.092,75.8,,4.092,258.4,,4.092,0.8,,4.092,15.8,,8.3,25,0,8.3,73.3,73.3
4.096,73.3,,4.096,283.4,,4.096,4.2,,4.096,16.7,,0,14.2,8.3,4.2,77.5,56.7
4.1,88.3,,4.1,316.8,,4.1,5.8,,4.1,19.2,,8.3,10,0,3.3,65.8,73.3
4.104,113.3,,4.104,416.8,,4.104,4.2,,4.104,22.5,,8.3,12.5,4.2,3.3,64.2,45
4.108,125.8,,4.108,458.5,,4.108,1.7,,4.108,23.3,,0,10,8.3,2.5,65.8,64.2
4.112,130.9,,4.112,383.5,,4.112,4.2,,4.112,21.7,,8.3,14.2,0,5,55,40
4.116,140,,4.116,241.7,,4.116,6.7,,4.116,20.8,,0,21.7,4.2,7.5,55.8,40
4.12,132.5,,4.12,383.5,,4.12,5,,4.12,17.5,,0,23.3,4.2,4.2,46.7,40
4.124,144.2,,4.124,275.1,,4.124,2.5,,4.124,30,,0,24.2,0,2.5,45.8,37.5
4.128,139.2,,4.128,325.1,,4.128,3.3,,4.128,15.8,,8.3,34.2,4.2,4.2,41.7,31.7
4.132,135,,4.132,291.8,,4.132,6.7,,4.132,25.8,,0,35,4.2,6.7,35.8,25.8
4.136,160.9,,4.136,275.1,,4.136,3.3,,4.136,15.8,,0,30.8,0,3.3,50,29.2
4.14,125.8,,4.14,216.7,,4.14,5.8,,4.14,20,,0,45,12.5,11.7,48.3,37.5
4.144,128.4,,4.144,175,,4.144,5,,4.144,20.8,,8.3,33.3,8.3,6.7,37.5,33.3
4.148,130.9,,4.148,108.3,,4.148,3.3,,4.148,15,,8.3,30.8,12.5,5.8,41.7,43.3
4.152,95,,4.152,183.4,,4.152,0.8,,4.152,21.7,,0,36.7,4.2,4.2,47.5,43.3
4.156,90.8,,4.156,91.7,,4.156,3.3,,4.156,16.7,,0,35.8,12.5,1.7,39.2,55
4.16,83.3,,4.16,116.7,,4.16,5.8,,4.16,20.8,,16.7,30,4.2,3.3,50.8,51.7
4.164,59.2,,4.164,116.7,,4.164,3.3,,4.164,29.2,,8.3,30.8,0,4.2,71.7,63.3
4.168,70.8,,4.168,125,,4.168,5.8,,4.168,23.3,,0,26.7,4.2,5,75.8,55.8
4.172,55.8,,4.172,216.7,,4.172,4.2,,4.172,16.7,,0,30.8,4.2,4.2,67.5,58.3
4.176,57.5,,4.176,200,,4.176,5,,4.176,15,,0,20.8,4.2,5,63.3,55.8
4.18,49.2,,4.18,241.7,,4.18,5,,4.18,14.2,,8.3,23.3,4.2,3.3,60.8,50
4.184,69.2,,4.184,250.1,,4.184,5.8,,4.184,20,,0,11.7,0,5.8,74.2,55.8
4.188,73.3,,4.188,208.4,,4.188,2.5,,4.188,30,,0,15.8,8.3,5.8,70.8,60
4.192,70.8,,4.192,275.1,,4.192,2.5,,4.192,24.2,,0,16.7,0,3.3,49.2,50
4.196,89.2,,4.196,200,,4.196,2.5,,4.196,25.8,,0,10,4.2,5,55,55.8
4.2,102.5,,4.2,308.4,,4.2,2.5,,4.2,15.8,,8.3,12.5,0,11.7,51.7,50.8
4.204,105.8,,4.204,258.4,,4.204,7.5,,4.204,15.8,,0,14.2,4.2,5,64.2,44.2
4.208,110.8,,4.208,275.1,,4.208,4.2,,4.208,21.7,,0,18.3,8.3,5.8,43.3,32.5
4.212,116.7,,4.212,283.4,,4.212,4.2,,4.212,16.7,,8.3,21.7,0,5.8,39.2,40.8
4.216,125.8,,4.216,283.4,,4.216,4.2,,4.216,13.3,,8.3,12.5,12.5,6.7,25,33.3
4.22,125.9,,4.22,216.7,,4.22,3.3,,4.22,25,,8.3,17.5,8.3,4.2,21.7,30
4.224,120.8,,4.224,150,,4.224,3.3,,4.224,19.2,,0,19.2,0,5,45,23.3
4.228,97.5,,4.228,175,,4.228,2.5,,4.228,14.2,,0,28.3,4.2,9.2,40,23.3
4.232,93.3,,4.232,175,,4.232,5.8,,4.232,22.5,,8.3,26.7,4.2,9.2,27.5,28.3
4.236,98.3,,4.236,208.4,,4.236,3.3,,4.236,20,,0,29.2,4.2,6.7,38.3,40
4.24,95.8,,4.24,100,,4.24,5,,4.24,20.8,,0,28.3,8.3,1.7,39.2,27.5
4.244,79.2,,4.244,83.3,,4.244,5.8,,4.244,20,,8.3,29.2,4.2,7.5,30.8,40
4.248,70.8,,4.248,133.4,,4.248,7.5,,4.248,19.2,,0,27.5,4.2,5,45,45.8
4.252,55.8,,4.252,133.4,,4.252,4.2,,4.252,20,,0,30.8,8.3,5,52.5,40.8
4.256,52.5,,4.256,116.7,,4.256,10.8,,4.256,16.7,,0,29.2,4.2,5,57.5,49.2
4.26,40,,4.26,116.7,,4.26,1.7,,4.26,19.2,,8.3,20,4.2,7.5,56.7,48.3
4.264,40,,4.264,108.3,,4.264,5.8,,4.264,14.2,,0,15,4.2,8.3,67.5,44.2
4.268,49.2,,4.268,241.7,,4.268,4.2,,4.268,21.7,,8.3,24.2,4.2,3.3,63.3,48.3
4.272,51.7,,4.272,175,,4.272,3.3,,4.272,21.7,,0,13.3,4.2,4.2,57.5,40
4.276,54.2,,4.276,191.7,,4.276,5.8,,4.276,24.2,,8.3,11.7,4.2,4.2,56.7,52.5
4.28,55,,4.28,158.4,,4.28,7.5,,4.28,19.2,,0,18.3,0,5.8,55,30.8
4.284,61.7,,4.284,341.8,,4.284,4.2,,4.284,20,,0,10,8.3,0.8,60.8,44.2
4.288,76.7,,4.288,333.4,,4.288,5,,4.288,16.7,,0,9.2,8.3,6.7,45,35.8
4.292,72.5,,4.292,266.7,,4.292,6.7,,4.292,18.3,,0,10,0,4.2,44.2,28.3
4.296,74.2,,4.296,333.5,,4.296,5.8,,4.296,17.5,,0,12.5,0,4.2,30.8,28.3
4.3,79.2,,4.3,300.1,,4.3,4.2,,4.3,17.5,,0,8.3,0,4.2,30.8,31.7
4.304,84.2,,4.304,341.8,,4.304,5,,4.304,19.2,,0,5.8,4.2,5,31.7,18.3
4.308,80.8,,4.308,241.7,,4.308,7.5,,4.308,16.7,,0,13.3,0,4.2,25.8,19.2
4.312,73.3,,4.312,200,,4.312,4.2,,4.312,10.8,,25,14.2,0,5,26.7,22.5
4.316,72.5,,4.316,166.7,,4.316,4.2,,4.316,23.3,,0,14.2,12.5,3.3,32.5,20
4.32,71.7,,4.32,183.4,,4.32,5.8,,4.32,13.3,,0,15.8,16.7,4.2,38.3,20.8
4.324,64.2,,4.324,141.7,,4.324,2.5,,4.324,14.2,,16.7,15.8,4.2,5,28.3,23.3
4.328,60.8,,4.328,91.7,,4.328,6.7,,4.328,21.7,,0,22.5,4.2,3.3,29.2,35.8
4.332,54.2,,4.332,141.7,,4.332,1.7,,4.332,18.3,,0,25,0,5.8,34.2,23.3
4.336,50.8,,4.336,91.7,,4.336,3.3,,4.336,13.3,,0,20.8,12.5,4.2,46.7,32.5
4.34,48.3,,4.34,75,,4.34,4.2,,4.34,24.2,,8.3,15.8,8.3,8.3,39.2,40
4.344,29.2,,4.344,125,,4.344,4.2,,4.344,17.5,,8.3,19.2,0,4.2,44.2,36.7
4.348,30,,4.348,83.3,,4.348,3.3,,4.348,18.3,,8.3,20.8,4.2,6.7,39.2,32.5
4.352,31.7,,4.352,125,,4.352,5,,4.352,20.8,,0,20.8,0,7.5,45,42.5
4.356,35.8,,4.356,133.4,,4.356,6.7,,4.356,15.8,,0,17.5,0,8.3,52.5,41.7
4.36,40.8,,4.36,100,,4.36,4.2,,4.36,15,,8.3,15,0,1.7,40.8,49.2
4.364,27.5,,4.364,125,,4.364,6.7,,4.364,15.8,,8.3,16.7,0,5.8,56.7,48.3
4.368,38.3,,4.368,175,,4.368,5.8,,4.368,16.7,,0,6.7,8.3,4.2,44.2,40
4.372,27.5,,4.372,208.4,,4.372,5.8,,4.372,20,,0,11.7,8.3,4.2,42.5,46.7
4.376,43.3,,4.376,216.7,,4.376,2.5,,4.376,17.5,,0,10.8,4.2,5.8,43.3,35.8
4.38,42.5,,4.38,200,,4.38,2.5,,4.38,13.3,,0,7.5,4.2,2.5,31.7,31.7
4.384,47.5,,4.384,208.4,,4.384,7.5,,4.384,17.5,,16.7,5,4.2,6.7,36.7,27.5
4.388,45,,4.388,283.4,,4.388,6.7,,4.388,16.7,,8.3,6.7,4.2,5.8,32.5,33.3
4.392,62.5,,4.392,183.4,,4.392,3.3,,4.392,10.8,,8.3,6.7,8.3,6.7,25.8,22.5
4.396,50,,4.396,241.7,,4.396,1.7,,4.396,16.7,,0,9.2,12.5,7.5,29.2,20
4.4,52.5,,4.4,250.1,,4.4,5.8,,4.4,25,,0,13.3,8.3,10.8,27.5,13.3
4.404,50,,4.404,133.4,,4.404,5.8,,4.404,16.7,,0,11.7,12.5,8.3,25.8,17.5
4.408,60,,4.408,158.4,,4.408,2.5,,4.408,11.7,,8.3,16.7,4.2,3.3,20.8,21.7
4.412,41.7,,4.412,133.4,,4.412,6.7,,4.412,20.8,,8.3,15.8,4.2,7.5,25.8,15.8
4.416,54.2,,4.416,150,,4.416,4.2,,4.416,12.5,,8.3,15,8.3,5.8,17.5,26.7
4.42,30,,4.42,108.3,,4.42,5,,4.42,19.2,,0,14.2,0,4.2,27.5,24.2
4.424,40.8,,4.424,108.3,,4.424,5,,4.424,13.3,,8.3,10.8,4.2,6.7,31.7,25.8
4.428,25,,4.428,83.3,,4.428,5.8,,4.428,15.8,,8.3,8.3,4.2,1.7,26.7,21.7
4.432,28.3,,4.432,66.7,,4.432,5.8,,4.432,16.7,,0,24.2,0,4.2,31.7,28.3
4.436,30.8,,4.436,125,,4.436,1.7,,4.436,20,,8.3,15.8,0,10.8,38.3,36.7
4.44,27.5,,4.44,116.7,,4.44,4.2,,4.44,19.2,,0,19.2,0,6.7,41.7,35.8
4.444,33.3,,4.444,108.3,,4.444,2.5,,4.444,16.7,,0,20,8.3,0.8,46.7,32.5
4.448,23.3,,4.448,133.4,,4.448,9.2,,4.448,14.2,,8.3,15,4.2,5.8,45.8,36.7
4.452,33.3,,4.452,66.7,,4.452,6.7,,4.452,23.3,,8.3,18.3,4.2,4.2,53.3,40.8
4.456,19.2,,4.456,166.7,,4.456,5,,4.456,17.5,,16.7,12.5,0,5,35,27.5
4.46,36.7,,4.46,133.4,,4.46,0.8,,4.46,15.8,,8.3,11.7,8.3,5,42.5,27.5
4.464,27.5,,4.464,166.7,,4.464,4.2,,4.464,20,,0,5,4.2,2.5,42.5,30.8
4.468,34.2,,4.468,266.7,,4.468,4.2,,4.468,18.3,,0,7.5,8.3,1.7,40.8,27.5
4.472,35,,4.472,183.4,,4.472,1.7,,4.472,8.3,,25,5.8,0,3.3,34.2,29.2
4.476,37.5,,4.476,200,,4.476,5,,4.476,14.2,,0,10,0,5.8,28.3,30.8
4.48,40,,4.48,175,,4.48,5,,4.48,15,,16.7,3.3,16.7,3.3,16.7,24.2
4.484,35.8,,4.484,175,,4.484,2.5,,4.484,26.7,,0,6.7,8.3,8.3,28.3,22.5
4.488,30.8,,4.488,125,,4.488,5,,4.488,15.8,,8.3,9.2,4.2,10.8,21.7,13.3
4.492,56.7,,4.492,141.7,,4.492,5,,4.492,20,,0,10.8,4.2,2.5,21.7,17.5
4.496,35,,4.496,191.7,,4.496,5.8,,4.496,20,,8.3,10,4.2,0.8,38.3,15
4.5,39.2,,4.5,108.3,,4.5,3.3,,4.5,17.5,,0,5.8,0,3.3,21.7,14.2
4.504,43.3,,4.504,133.4,,4.504,5,,4.504,19.2,,0,13.3,0,3.3,24.2,16.7
4.508,36.7,,4.508,125,,4.508,5.8,,4.508,16.7,,0,17.5,0,5,19.2,18.3
4.512,15.8,,4.512,91.7,,4.512,5.8,,4.512,15,,0,13.3,0,7.5,28.3,18.3
4.516,26.7,,4.516,100,,4.516,5.8,,4.516,20,,8.3,15,0,5,17.5,22.5
4.52,33.3,,4.52,66.7,,4.52,3.3,,4.52,17.5,,8.3,12.5,0,5.8,24.2,18.3
4.524,20,,4.524,83.3,,4.524,5,,4.524,17.5,,0,12.5,4.2,7.5,29.2,29.2
4.528,25.8,,4.528,108.3,,4.528,0.8,,4.528,15.8,,25,11.7,16.7,8.3,30,17.5
4.532,20.8,,4.532,108.3,,4.532,4.2,,4.532,15,,8.3,20,0,6.7,25.8,37.5
4.536,17.5,,4.536,75,,4.536,8.3,,4.536,17.5,,8.3,18.3,0,7.5,33.3,30.8
4.54,24.2,,4.54,91.7,,4.54,2.5,,4.54,13.3,,0,14.2,4.2,7.5,39.2,25.8
4.544,22.5,,4.544,125,,4.544,4.2,,4.544,8.3,,16.7,14.2,4.2,6.7,36.7,33.3
4.548,13.3,,4.548,100,,4.548,3.3,,4.548,10.8,,0,9.2,4.2,5.8,29.2,23.3
4.552,24.2,,4.552,75,,4.552,5,,4.552,15.8,,8.3,8.3,4.2,5.8,34.2,20
4.556,33.3,,4.556,116.7,,4.556,4.2,,4.556,16.7,,25,8.3,0,6.7,23.3,30
4.56,27.5,,4.56,158.4,,4.56,4.2,,4.56,14.2,,0,13.3,0,5,25.8,15
4.564,19.2,,4.564,108.3,,4.564,4.2,,4.564,16.7,,8.3,10,8.3,2.5,35,25
4.568,29.2,,4.568,208.4,,4.568,6.7,,4.568,18.3,,8.3,4.2,0,5.8,32.5,20
4.572,26.7,,4.572,158.4,,4.572,3.3,,4.572,12.5,,8.3,1.7,4.2,6.7,18.3,15.8
4.576,37.5,,4.576,116.7,,4.576,4.2,,4.576,14.2,,8.3,6.7,4.2,6.7,22.5,10.8
4.58,33.3,,4.58,125,,4.58,2.5,,4.58,15.8,,0,7.5,4.2,7.5,14.2,16.7
4.584,33.3,,4.584,175,,4.584,3.3,,4.584,17.5,,0,8.3,4.2,5,22.5,15
4.588,36.7,,4.588,133.4,,4.588,2.5,,4.588,15.8,,8.3,8.3,0,3.3,12.5,19.2
4.592,24.2,,4.592,100,,4.592,3.3,,4.592,14.2,,0,5,8.3,8.3,12.5,20.8
4.596,31.7,,4.596,75,,4.596,3.3,,4.596,16.7,,16.7,11.7,0,5.8,21.7,16.7
4.6,28.3,,4.6,75,,4.6,3.3,,4.6,18.3,,8.3,14.2,8.3,1.7,19.2,17.5
4.604,41.7,,4.604,50,,4.604,1.7,,4.604,20.8,,16.7,10,8.3,8.3,10.8,19.2
4.608,20.8,,4.608,75,,4.608,1.7,,4.608,15,,8.3,10.8,0,4.2,19.2,26.7
4.612,25.8,,4.612,66.7,,4.612,2.5,,4.612,19.2,,0,7.5,0,5.8,24.2,25
4.616,24.2,,4.616,50,,4.616,4.2,,4.616,12.5,,0,8.3,4.2,5,24.2,24.2
4.62,21.7,,4.62,41.7,,4.62,3.3,,4.62,21.7,,8.3,12.5,4.2,7.5,24.2,30.8
4.624,22.5,,4.624,66.7,,4.624,7.5,,4.624,16.7,,8.3,10.8,0,7.5,24.2,20
4.628,17.5,,4.628,91.7,,4.628,5.8,,4.628,16.7,,16.7,9.2,0,5,25,26.7
4.632,23.3,,4.632,125,,4.632,4.2,,4.632,21.7,,0,10.8,12.5,5,29.2,25
4.636,19.2,,4.636,75,,4.636,4.2,,4.636,15.8,,0,11.7,0,3.3,30,24.2
4.64,21.7,,4.64,108.3,,4.64,6.7,,4.64,13.3,,0,10.8,0,7.5,30,22.5
4.644,23.3,,4.644,108.3,,4.644,4.2,,4.644,11.7,,0,11.7,8.3,2.5,24.2,22.5
4.648,28.3,,4.648,133.4,,4.648,3.3,,4.648,20,,0,8.3,0,5,18.3,20
4.652,25,,4.652,83.3,,4.652,5,,4.652,10,,0,4.2,0,5,25,16.7
4.656,23.3,,4.656,125,,4.656,1.7,,4.656,11.7,,0,7.5,0,5.8,15,19.2
4.66,29.2,,4.66,100,,4.66,2.5,,4.66,12.5,,8.3,11.7,4.2,0.8,16.7,22.5
4.664,35,,4.664,58.3,,4.664,5,,4.664,12.5,,25,10,0,2.5,23.3,13.3
4.668,21.7,,4.668,108.3,,4.668,2.5,,4.668,16.7,,8.3,9.2,4.2,10,18.3,10.8
4.672,23.3,,4.672,141.7,,4.672,2.5,,4.672,15.8,,0,8.3,0,7.5,8.3,14.2
4.676,38.3,,4.676,91.7,,4.676,4.2,,4.676,15,,8.3,5,0,4.2,12.5,12.5
4.68,27.5,,4.68,100,,4.68,2.5,,4.68,19.2,,0,6.7,4.2,5,18.3,17.5
4.684,34.2,,4.684,75,,4.684,3.3,,4.684,11.7,,16.7,5.8,0,5,20,7.5
4.688,29.2,,4.688,100,,4.688,3.3,,4.688,20,,0,3.3,4.2,5.8,19.2,10.8
4.692,33.3,,4.692,58.3,,4.692,2.5,,4.692,17.5,,0,7.5,4.2,10,14.2,19.2
4.696,34.2,,4.696,100,,4.696,0,,4.696,10.8,,8.3,10,4.2,2.5,13.3,16.7
4.7,20,,4.7,25,,4.7,6.7,,4.7,17.5,,8.3,7.5,4.2,5,18.3,13.3
4.704,22.5,,4.704,41.7,,4.704,2.5,,4.704,19.2,,0,5.8,8.3,5.8,14.2,14.2
4.708,25,,4.708,58.3,,4.708,4.2,,4.708,17.5,,16.7,11.7,12.5,7.5,20.8,24.2
4.712,20.8,,4.712,41.7,,4.712,5,,4.712,18.3,,0,9.2,8.3,4.2,26.7,20.8
4.716,20,,4.716,41.7,,4.716,4.2,,4.716,15,,0,8.3,8.3,6.7,26.7,21.7
4.72,15.8,,4.72,66.7,,4.72,1.7,,4.72,14.2,,8.3,5.8,0,4.2,15.8,26.7
4.724,14.2,,4.724,50,,4.724,3.3,,4.724,21.7,,0,9.2,4.2,1.7,28.3,20
4.728,25,,4.728,50,,4.728,3.3,,4.728,14.2,,0,13.3,4.2,5,17.5,11.7
4.732,23.3,,4.732,75,,4.732,2.5,,4.732,10.8,,0,11.7,0,14.2,20.8,15
4.736,17.5,,4.736,83.3,,4.736,2.5,,4.736,12.5,,0,11.7,4.2,6.7,20.8,17.5
4.74,22.5,,4.74,33.3,,4.74,5.8,,4.74,17.5,,0,12.5,4.2,0.8,20,13.3
4.744,20.8,,4.744,50,,4.744,1.7,,4.744,10,,8.3,7.5,8.3,4.2,12.5,27.5
4.748,21.7,,4.748,83.3,,4.748,2.5,,4.748,15.8,,16.7,6.7,0,5,19.2,13.3
4.752,21.7,,4.752,58.3,,4.752,1.7,,4.752,16.7,,0,9.2,0,4.2,15.8,15.8
4.756,16.7,,4.756,158.4,,4.756,4.2,,4.756,16.7,,16.7,1.7,0,3.3,15.8,13.3
4.76,17.5,,4.76,100,,4.76,5,,4.76,17.5,,8.3,5,0,5,6.7,13.3
4.764,22.5,,4.764,50,,4.764,1.7,,4.764,12.5,,0,2.5,8.3,5,12.5,11.7
4.768,26.7,,4.768,75,,4.768,0,,4.768,11.7,,0,6.7,8.3,4.2,14.2,13.3
4.772,20.8,,4.772,116.7,,4.772,0.8,,4.772,13.3,,8.3,5.8,4.2,2.5,12.5,7.5
4.776,25.8,,4.776,83.3,,4.776,0.8,,4.776,16.7,,0,4.2,0,4.2,15,9.2
4.78,17.5,,4.78,58.3,,4.78,0,,4.78,13.3,,0,5.8,0,8.3,9.2,14.2
4.784,25.8,,4.784,50,,4.784,4.2,,4.784,9.2,,8.3,6.7,0,10,13.3,12.5
4.788,17.5,,4.788,50,,4.788,1.7,,4.788,16.7,,16.7,3.3,4.2,6.7,15,13.3
4.792,27.5,,4.792,66.7,,4.792,2.5,,4.792,14.2,,16.7,7.5,0,6.7,8.3,10
4.796,21.7,,4.796,33.3,,4.796,1.7,,4.796,20,,8.3,8.3,4.2,5,15,12.5
4.8,18.3,,4.8,33.3,,4.8,3.3,,4.8,20.8,,0,8.3,4.2,5.8,7.5,18.3
4.804,22.5,,4.804,16.7,,4.804,3.3,,4.804,22.5,,0,10,0,4.2,21.7,14.2
4.808,23.3,,4.808,33.3,,4.808,0.8,,4.808,18.3,,8.3,8.3,8.3,5,16.7,10.8
4.812,15,,4.812,33.3,,4.812,1.7,,4.812,11.7,,0,6.7,4.2,7.5,20.8,11.7
4.816,16.7,,4.816,50,,4.816,4.2,,4.816,18.3,,25,13.3,4.2,2.5,27.5,12.5
4.82,23.3,,4.82,16.7,,4.82,5,,4.82,19.2,,0,4.2,4.2,4.2,19.2,11.7
4.824,19.2,,4.824,66.7,,4.824,4.2,,4.824,12.5,,8.3,7.5,0,3.3,19.2,18.3
4.828,20,,4.828,50,,4.828,4.2,,4.828,18.3,,0,5,8.3,6.7,18.3,10.8
4.832,17.5,,4.832,66.7,,4.832,4.2,,4.832,15.8,,0,5,0,5.8,11.7,11.7
4.836,18.3,,4.836,125,,4.836,4.2,,4.836,12.5,,16.7,7.5,12.5,9.2,14.2,9.2
